problem,seed,Default_time,Default_nodes,DF-Probing_time,DF-Probing_nodes,GDF_time,GDF_nodes,All_time,All_nodes
reblock115,3,2809.84,231420,2799.28,261383,2616.11,231420,2760.57,261383
reblock115,4,2617.09,266744,2724.5,235325,2617.33,266744,2743.79,235325
reblock115,5,2840.2,251832,2364,215871,2872.19,251832,2282.3,215871
rmatr100-p10,1,113.98,1191,115.84,1191,115.35,1191,115.36,1191
rmatr100-p10,2,112.72,1051,111.39,1051,111.81,1051,113.09,1051
rmatr100-p10,3,106.77,1107,109.91,1107,107.47,1107,106.89,1107
rmatr100-p10,4,115.78,1142,114.49,1142,115.3,1142,115.54,1142
rmatr100-p10,5,118.3,1194,118.92,1194,118.19,1194,117.86,1194
rmatr200-p5,1,7200,5743,7200,5809,7200,5747,7200,5790
rmatr200-p5,2,7200,6694,7200,6687,7200,6791,7200,6682
rmatr200-p5,3,7200,5893,7200,5882,7200,5897,7200,5924
rmatr200-p5,4,7200,6246,7200,6234,7200,6233,7200,6322
rmatr200-p5,5,7200,5968,7200,5930,7200,5954,7200,5874
rocI-4-11,1,1530.27,58315,808.53,31057,1540.06,58292,797.76,31057
rocI-4-11,2,1450.54,52997,1458.15,69119,1450.36,52606,1184.7,54812
rocI-4-11,3,1221.08,54844,2107.37,65619,1218.71,54342,2068.14,72329
rocI-4-11,4,1292.47,65501,1224.77,45797,1230.08,64060,1259.03,47650
rocI-4-11,5,960.86,42278,6164.48,209427,963.51,42278,6807.99,238587
rocII-5-11,1,7200,205700,7200,219406,7200,234847,7200,219252
rocII-5-11,2,7200,235325,7200,244766,7200,233208,7200,241292
rocII-5-11,3,7200,254646,7200,220480,7200,262011,7200,217819
rocII-5-11,4,7200,250317,7200,238845,7200,251773,7200,261561
rocII-5-11,5,7200,271578,7200,239820,7200,261275,7200,233651
rococoB10-011000,1,7200,191773,7200,191235,7200,191166,7200,190487
rococoB10-011000,2,7200,197879,7200,198853,7200,198205,7200,198347
rococoB10-011000,3,7200,202821,7200,202438,7200,201907,7200,201251
rococoB10-011000,4,7200,222425,7200,222261,7200,221531,7200,223688
rococoB10-011000,5,7200,208158,7200,207969,7200,208768,7200,209537
rococoC10-001000,1,285.18,7812,287.49,7812,284.57,7812,283.82,7812
rococoC10-001000,2,379.43,9942,376.81,9942,378.8,9942,378.43,9942
rococoC10-001000,3,222.85,6481,221.74,6481,221.39,6481,224.73,6481
rococoC10-001000,4,357.41,11383,358.54,11383,357.43,11383,358.66,11383
rococoC10-001000,5,218.44,5349,218.29,5349,218.62,5349,217.96,5349
roi2alpha3n4,1,1727.33,7724,1688.18,7724,1740.84,7724,1729.01,7724
roi2alpha3n4,2,1467.19,6603,1478.1,6603,1476.53,6603,1475.63,6603
roi2alpha3n4,3,2068.98,9557,2012.65,9557,2083.91,9557,2025.82,9557
roi2alpha3n4,4,1712.6,7859,1684.56,7859,1708.96,7859,1710.54,7859
roi2alpha3n4,5,1739.6,7858,1733.14,7858,1742.6,7858,1680.74,7858
roi5alpha10n8,1,7200,6379,7200,6427,7200,6524,7200,6541
roi5alpha10n8,2,7200,8252,7200,8270,7200,8211,7200,8134
roi5alpha10n8,3,7200,7201,7200,7241,7200,7087,7200,7253
roi5alpha10n8,4,7200,7057,7200,6989,7200,7054,7200,6964
roi5alpha10n8,5,7200,8223,7200,7716,7200,7843,7200,7856
roll3000,1,53.38,1871,59.62,2036,53.35,1871,58.55,2036
roll3000,2,41.52,1068,48.86,1394,40.88,1068,49.16,1394
roll3000,3,45.3,1480,49.59,1348,45.31,1480,49.7,1348
roll3000,4,46.03,1250,42.02,595,45.41,1250,41.81,595
roll3000,5,47.81,1080,39.42,726,47.64,1080,38.62,726
s100,1,7200,58,7200,0,7200,58,7200,0
s100,2,7200,27,7200,9,7200,27,7200,9
s100,3,7200,125,7200,71,7200,119,7200,71
s100,4,7200,43,7200,0,7200,44,7200,0
s100,5,7200,5,7200,10,7200,5,7200,14
s250r10,1,589.77,263,582.77,234,583.78,263,563.7,234
s250r10,2,722.11,459,492.03,791,728.6,459,492.37,791
s250r10,3,898.28,550,606.46,341,926.89,550,590.49,341
s250r10,4,747.9,410,702.19,379,727.75,410,719.8,379
s250r10,5,675.06,568,828.88,561,702.31,568,814.38,561
satellites2-40,1,405.31,139,548.85,176,411.78,139,568.23,176
satellites2-40,2,533.91,124,526.54,124,545.04,124,539.39,124
satellites2-40,3,685.12,220,699.5,227,677.42,220,711.45,227
satellites2-40,4,944.02,253,524.11,1,968.95,253,541.36,1
satellites2-40,5,645.62,93,559.92,80,648.94,93,556.12,80
satellites2-60-fs,1,432.36,208,409.87,194,424.14,208,414.28,194
satellites2-60-fs,2,283.46,26,318.83,45,288.71,26,324.05,45
satellites2-60-fs,3,331.45,105,323.79,187,334.75,105,314.24,187
satellites2-60-fs,4,396.05,73,605.43,164,403.55,73,606.87,164
satellites2-60-fs,5,344.39,248,436.29,376,338.11,248,421.65,376
savsched1,1,7200,0,7200,0,7200,0,7200,0
savsched1,2,7200,87,7200,88,7200,85,7200,88
savsched1,3,7200,0,7200,0,7200,0,7200,0
savsched1,4,7200,33,7200,28,7200,33,7200,29
savsched1,5,7200,18,7200,20,7200,24,7200,18
sct2,1,690.03,39722,691.08,39722,691.59,39722,690.22,39722
sct2,2,475.55,25981,475.61,25981,475.98,25981,476.32,25981
sct2,3,346.97,20679,343.96,20679,351.68,20679,351.53,20679
sct2,4,615.76,35175,618.47,35175,613.92,35175,615.04,35175
sct2,5,456.03,24758,455.26,24758,463.01,24758,461.71,24758
seymour,1,7200,126117,7200,145065,7200,127806,7200,147595
seymour,2,7200,131304,7200,121862,7200,131688,7200,119575
seymour,3,7200,120207,7200,131180,7200,119842,7200,130478
seymour,4,7200,122328,7200,131554,7200,121078,7200,130447
seymour,5,7200,130840,7200,131916,7200,130441,7200,130405
seymour1,1,156.1,2843,123.08,1990,156.47,2843,123.91,1990
seymour1,2,191.97,3807,138.48,2298,192.48,3807,140.77,2298
seymour1,3,131.31,2371,156.94,2515,132.21,2371,156.73,2515
seymour1,4,133.54,2299,193.38,3991,132.93,2299,190.76,3991
seymour1,5,181.4,3316,141.77,1974,181.26,3316,139.58,1974
sing326,1,7200,3745,7200,3731,7200,3626,7200,3729
sing326,2,7200,5791,7200,5791,7200,5598,7200,5672
sing326,3,7200,4994,7200,4885,7200,4868,7200,4872
sing326,4,7200,5074,7200,4776,7200,5090,7200,4926
sing326,5,7200,5569,7200,5746,7200,5652,7200,5787
sing44,1,7200,3788,7200,3473,7200,3150,7200,3838
sing44,2,7200,3703,7200,3655,7200,3727,7200,3712
sing44,3,7200,3887,7200,3951,7200,3869,7200,3844
sing44,4,7200,3840,7200,3893,7200,3830,7200,3899
sing44,5,7200,3495,7200,3484,7200,3494,7200,3487
snp-02-004-104,1,1698.4,11829,1641.35,11829,1632.19,11829,1712.12,11829
snp-02-004-104,2,2448.51,16656,2422.56,16656,2507.46,16656,2501.25,16656
snp-02-004-104,3,7200,77978,7200,76422,7200,77259,7200,76175
snp-02-004-104,4,1038.65,5719,1051.74,5719,1041.44,5719,1016.97,5719
snp-02-004-104,5,7200,77205,7200,76220,7200,74564,7200,74445
sorrell3,1,7200,16079,7200,16041,7200,16200,7200,15893
sorrell3,2,7200,16193,7200,16003,7200,16666,7200,16193
sorrell3,3,7200,16411,7200,16411,7200,16051,7200,16411
sorrell3,4,7200,14501,7200,14839,7200,15014,7200,14510
sorrell3,5,7200,13026,7200,13050,7200,12655,7200,13547
sp150x300d,1,0.14,1,0.14,1,0.13,1,0.13,1
sp150x300d,2,0.11,1,0.11,1,0.11,1,0.11,1
sp150x300d,3,0.08,1,0.08,1,0.08,1,0.08,1
sp150x300d,4,0.14,1,0.14,1,0.14,1,0.14,1
sp150x300d,5,0.1,1,0.1,1,0.1,1,0.1,1
sp97ar,1,7200,67968,7200,73910,7200,66022,7200,75123
sp97ar,2,7200,75093,7200,74713,7200,75960,7200,77010
sp97ar,3,7200,80391,7200,66623,7200,80323,7200,68973
sp97ar,4,7200,74372,7200,75948,7200,72856,7200,74530
sp97ar,5,7200,73962,7200,74342,7200,74238,7200,75078
sp98ar,1,3546.27,35227,4318.86,38198,3533.37,35227,4231.11,38198
sp98ar,2,4510.39,41851,5742.88,53921,4433.51,41851,5998.67,53921
sp98ar,3,4076.14,39885,5243.88,54062,4126.62,39885,5203.21,54062
sp98ar,4,4882.42,39154,5781.26,60293,4804.09,39154,5626.87,60293
sp98ar,5,3839.86,36885,4622.79,41994,3782.61,36885,4846.5,41994
splice1k1,1,7200,1372,7200,1523,7200,1362,7200,1519
splice1k1,2,7200,2896,7200,1686,7200,1782,7200,2288
splice1k1,3,7200,1163,7200,1583,7200,1403,7200,1177
splice1k1,4,7200,3972,7200,3916,7200,3986,7200,4200
splice1k1,5,7200,3539,7200,3501,7200,3539,7200,3539
square41,1,7200,54,7200,55,7200,50,7200,50
square41,2,7200,98,7200,98,7200,97,7200,97
square41,3,7200,51,7200,51,7200,51,7200,52
square41,4,7200,64,7200,62,7200,63,7200,61
square41,5,7200,84,7200,85,7200,87,7200,84
square47,1,7200,2,7200,2,7200,2,7200,2
square47,2,7200,2,7200,2,7200,3,7200,2
square47,3,7200,2,7200,2,7200,2,7200,2
square47,4,7200,2,7200,2,7200,2,7200,2
square47,5,7200,0,7200,0,7200,0,7200,0
supportcase10,1,7200,450,7200,535,7200,531,7200,516
supportcase10,2,7200,456,7200,451,7200,451,7200,451
supportcase10,3,7200,511,7200,485,7200,485,7200,512
supportcase10,4,7200,419,7200,409,7200,419,7200,419
supportcase10,5,7200,691,7200,659,7200,691,7200,691
supportcase12,1,7200,9907,7200,9868,7200,9791,7200,9672
supportcase12,2,7200,9838,7200,9829,7200,9801,7200,9723
supportcase12,3,7200,4129,7200,4226,7200,4134,7200,4154
supportcase12,4,7200,12171,7200,12139,7200,11956,7200,11924
supportcase12,5,7200,7167,7200,7127,7200,7431,7200,7133
supportcase18,1,1030.54,31821,1035.59,31821,1021.73,31821,1020.64,31821
supportcase18,2,7200,167118,7200,167823,7200,164799,7200,167720
supportcase18,3,7200,184471,7200,184471,7200,184471,7200,184471
supportcase18,4,7200,170499,7200,171683,7200,172444,7200,168945
supportcase18,5,7200,168236,7200,168236,7200,168236,7200,168236
supportcase19,1,7200,0,7200,0,7200,0,7200,0
supportcase19,2,7200,0,7200,0,7200,0,7200,0
supportcase19,3,7200,0,7200,0,7200,0,7200,0
supportcase19,4,7200,0,7200,0,7200,0,7200,0
supportcase19,5,7200,0,7200,0,7200,0,7200,0
supportcase22,1,7200,73,7200,74,7200,57,7200,69
supportcase22,2,7200,57,7200,70,7200,61,7200,58
supportcase22,3,7200,56,7200,63,7200,59,7200,63
supportcase22,4,7200,95,7200,96,7200,97,7200,97
supportcase22,5,7200,53,7200,44,7200,54,7200,52
supportcase26,1,1969.4,544076,1947.1,544076,1949.26,544076,1931.77,544076
supportcase26,2,1647.86,421055,1649.8,421055,1649.39,421055,1645.95,421055
supportcase26,3,1602.51,461265,1610.44,461265,1599.92,461265,1618.19,461265
supportcase26,4,1188.06,295128,1201.5,295128,1192.84,295128,1191.27,295128
supportcase26,5,1665.05,454390,1672.91,454390,1672.95,454390,1664.94,454390
supportcase33,1,330.4,3781,315.31,3781,347.63,3781,315.39,3781
supportcase33,2,226.83,2265,237.65,2265,232.74,2265,232.27,2265
supportcase33,3,241.43,2927,251.45,2927,249.34,2927,252.54,2927
supportcase33,4,325.63,3781,319.57,3781,336.91,3781,342.13,3781
supportcase33,5,230.93,2361,237.96,2361,242.15,2361,232.4,2361
supportcase40,1,1749.57,10760,1749.3,10760,1743.12,10760,1750.13,10760
supportcase40,2,1592.07,10843,1581.38,10843,1595.03,10843,1590.06,10843
supportcase40,3,2134.72,15688,2133.43,15688,2128.4,15688,2140.14,15688
supportcase40,4,1556.88,9762,1559.7,9762,1562.03,9762,1551.8,9762
supportcase40,5,2074.85,15271,2077.57,15271,2093.87,15271,2076.38,15271
supportcase42,1,7200,63080,7200,63604,7200,63604,7200,64321
supportcase42,2,7200,70039,7200,67957,7200,66741,7200,69365
supportcase42,3,7200,50983,7200,50983,7200,51562,7200,51562
supportcase42,4,7200,60579,7200,60577,7200,61076,7200,60501
supportcase42,5,7200,55858,7200,55858,7200,57957,7200,56533
supportcase6,1,7200,16046,7200,16238,7200,16206,7200,15582
supportcase6,2,7200,15858,7200,15313,7200,15640,7200,15833
supportcase6,3,7200,16704,7200,16704,7200,16704,7200,16704
supportcase6,4,7200,14969,7200,15022,7200,14891,7200,15028
supportcase6,5,7200,18001,7200,18311,7200,18311,7200,18336
supportcase7,1,92.61,11,110.14,7,93.94,11,110.43,7
supportcase7,2,92.57,7,121.52,7,92.43,7,120.5,7
supportcase7,3,96.62,31,141.95,44,97.39,31,142.44,44
supportcase7,4,91.9,11,103.24,58,91.88,11,101.2,58
supportcase7,5,124.55,76,116.93,108,128.73,76,118.17,108
swath1,1,22.76,127,22.81,127,23.29,127,23.04,127
swath1,2,21.17,125,21.17,125,20.8,125,21.27,125
swath1,3,21.11,137,20.83,137,21.17,137,20.85,137
swath1,4,20.25,127,21.08,127,21.12,127,20.33,127
swath1,5,23.26,117,23.3,117,22.84,117,22.93,117
swath3,1,175.43,11380,177,11380,180.75,11380,174.62,11380
swath3,2,146.08,11802,149.88,11802,145.97,11802,152.49,11802
swath3,3,204.21,17783,202.42,17783,206,17783,215.39,17783
swath3,4,158.5,10593,163.96,10593,157.08,10593,158.45,10593
swath3,5,186.96,13888,179.32,13888,183.54,13888,190.19,13888
tbfp-network,1,252.12,5,300.76,0,254.12,5,284.56,0
tbfp-network,2,274.42,7,276.14,7,271.65,7,273.71,7
tbfp-network,3,318.21,1,331.84,1,331.46,1,336.57,1
tbfp-network,4,1608.68,637,1621.37,637,1597.91,637,1613.94,637
tbfp-network,5,540.52,120,548.68,120,541.68,120,541.13,120
thor50dday,1,7200,9111,7200,9184,7200,9092,7200,9167
thor50dday,2,7200,8500,7200,8319,7200,8320,7200,8614
thor50dday,3,7200,11475,7200,11612,7200,11556,7200,11331
thor50dday,4,7200,8127,7200,8162,7200,8287,7200,8271
thor50dday,5,7200,11096,7200,10264,7200,11147,7200,11598
timtab1,1,77.69,10448,78.85,10448,78.89,10448,78.6,10448
timtab1,2,96.69,11257,95.37,11257,96.14,11257,95.2,11257
timtab1,3,74.47,9136,74.57,9136,73.84,9136,74.58,9136
timtab1,4,86.93,11755,87.85,11755,88.18,11755,87.7,11755
timtab1,5,87.52,13332,86.52,13332,86.79,13332,87.37,13332
tr12-30,1,368.72,40900,371.64,40900,371.46,40900,369.13,40900
tr12-30,2,449.21,54252,447.7,54252,445.6,54252,448.1,54252
tr12-30,3,381.47,44554,379,44554,378.24,44554,381.36,44554
tr12-30,4,245.22,27291,248.75,27291,246.91,27291,247.34,27291
tr12-30,5,413.67,41776,412.86,41776,415.24,41776,408.71,41776
traininstance2,1,7200,3328230,7200,3273659,7200,3159558,7200,3280868
traininstance2,2,7200,3823917,7200,3914822,7200,3872584,7200,3878506
traininstance2,3,7200,3141138,7200,3136599,7200,3148071,7200,3143655
traininstance2,4,7200,4115753,7200,4136423,7200,4271234,7200,4275743
traininstance2,5,7200,3406248,7200,3472427,7200,4030204,7200,4114120
traininstance6,1,870.09,533134,872.96,533134,875.19,533134,863.62,533134
traininstance6,2,942.5,342312,927.06,342312,948.58,360055,951.46,360055
traininstance6,3,219.77,111228,225.15,111228,220.75,111228,228.83,111228
traininstance6,4,319.95,136792,325.75,136792,320.29,136792,326.76,136792
traininstance6,5,818.98,321064,839.23,321064,849.55,324507,823.23,324507
trento1,1,3413.1,12595,3417.58,12595,3474.27,12595,3477.43,12595
trento1,2,2019.89,7759,2029.71,7759,2055.18,7759,2029.13,7759
trento1,3,1664,6401,1662.27,6401,1664.47,6401,1669.51,6401
trento1,4,7200,29530,7200,29556,7200,29543,7200,29251
trento1,5,7125.2,29774,7162.84,29774,7106.97,29774,7134.8,29774
triptim1,1,104.1,1,236.83,1,94.89,1,252.78,1
triptim1,2,1881.78,1,2888.93,1,1911.91,1,3109.09,1
triptim1,3,149.92,1,176.05,1,146.7,1,175.41,1
triptim1,4,85.48,1,87.63,1,85.56,1,83.92,1
triptim1,5,88.09,1,1543.13,1,90,1,1504.87,1
uccase12,1,1349.97,29035,1448.92,30835,1370.83,29035,1447.5,30835
uccase12,2,861.65,13494,1533.82,30516,801.07,13494,1546.76,30516
uccase12,3,1041.09,17685,601.07,7903,1046.81,17685,602.6,7903
uccase12,4,824.41,12555,734.41,11257,779.78,12555,725.04,11257
uccase12,5,949.66,17599,1362.36,28935,953.4,17599,1363.75,28935
uccase9,1,7200,6457,6136.56,7351,7200,6536,6524.93,7351
uccase9,2,7200,771,7200,1140,7200,772,7200,1141
uccase9,3,7200,3229,7200,2077,7200,3044,7200,2200
uccase9,4,7200,2532,7200,2919,7200,2516,7200,3489
uccase9,5,7200,1820,7055.91,6414,7200,1820,7045.45,6414
uct-subprob,1,2829.86,79418,3521.25,83043,2823.61,79418,3518.98,83043
uct-subprob,2,3354.09,87001,2250.85,49639,3352.59,87001,2268.86,49639
uct-subprob,3,3202.39,79238,3304.97,79919,3229.73,79238,3312.94,79919
uct-subprob,4,3518.81,91435,2549.34,62985,3553.24,91435,2527.41,62985
uct-subprob,5,3408.47,96302,2805.39,70869,3412.9,96302,2807.17,70869
unitcal_7,1,171.32,258,178.38,413,168.31,342,170.61,474
unitcal_7,2,232.6,763,162,273,339.96,1930,133.56,273
unitcal_7,3,231.43,365,184.47,252,241.03,544,185.26,252
unitcal_7,4,247.66,493,245.79,553,267.11,459,186.13,819
unitcal_7,5,237.63,604,229.84,344,246.04,906,207.68,433
var-smallemery-m6j6,1,7200,167741,7200,218728,7200,157080,7200,218577
var-smallemery-m6j6,2,7200,206202,7200,176529,7200,210368,7200,166972
var-smallemery-m6j6,3,7200,285732,7200,172341,7200,296978,7200,185432
var-smallemery-m6j6,4,7200,182480,7200,174656,7200,176667,7200,171026
var-smallemery-m6j6,5,6420.88,334392,7200,212019,6449.35,334392,7200,212639
wachplan,1,2055.88,222992,2087.68,222992,2143.41,222992,2059.35,222992
wachplan,2,488.52,45560,480.65,45560,483.46,45560,472.38,45560
wachplan,3,347.38,26411,350.71,26411,347.5,26411,347.22,26411
wachplan,4,404.04,31136,406.91,31136,403.11,31136,402.91,31136
wachplan,5,214.47,15735,215.55,15735,214.6,15735,215.68,15735
